age(kyr) mean(permil) sigma(permil)
69.900000 4.254651 0.113495
70.000000 4.244307 0.113143
70.100000 4.235014 0.112798
70.200000 4.226856 0.112473
70.300000 4.219908 0.112177
70.400000 4.214222 0.111921
70.500000 4.209834 0.111708
70.600000 4.206751 0.111542
70.700000 4.204960 0.111422
70.800000 4.204420 0.111343
70.900000 4.205071 0.111298
71.000000 4.206830 0.111277
71.100000 4.209598 0.111269
71.200000 4.213265 0.111263
71.300000 4.217709 0.111245
71.400000 4.222805 0.111204
71.500000 4.228423 0.111131
71.600000 4.234434 0.111017
71.700000 4.240709 0.110857
71.800000 4.247118 0.110648
71.900000 4.253534 0.110391
72.000000 4.259830 0.110089
72.100000 4.265875 0.109751
72.200000 4.271541 0.109385
72.300000 4.276695 0.109004
72.400000 4.281203 0.108625
72.500000 4.284932 0.108263
72.600000 4.287750 0.107938
72.700000 4.289530 0.107666
72.800000 4.290153 0.107463
72.900000 4.289516 0.107345
73.000000 4.287532 0.107320
73.100000 4.284137 0.107396
73.200000 4.279295 0.107574
73.300000 4.272996 0.107848
73.400000 4.265259 0.108210
73.500000 4.256132 0.108648
73.600000 4.245687 0.109143
73.700000 4.234018 0.109678
73.800000 4.221234 0.110231
73.900000 4.207459 0.110783
74.000000 4.192821 0.111313
74.100000 4.177454 0.111805
74.200000 4.161492 0.112241
74.300000 4.145066 0.112608
74.400000 4.128305 0.112896
74.500000 4.111335 0.113096
74.600000 4.094276 0.113204
74.700000 4.077249 0.113216
74.800000 4.060371 0.113134
74.900000 4.043758 0.112959
75.000000 4.027529 0.112699
75.100000 4.011803 0.112361
75.200000 3.996700 0.111957
75.300000 3.982345 0.111500
75.400000 3.968859 0.111004
75.500000 3.956367 0.110488
75.600000 3.944988 0.109968
75.700000 3.934837 0.109464
75.800000 3.926017 0.108992
75.900000 3.918620 0.108569
76.000000 3.912717 0.108209
76.100000 3.908362 0.107924
76.200000 3.905583 0.107720
76.300000 3.904382 0.107601
76.400000 3.904737 0.107566
76.500000 3.906601 0.107609
76.600000 3.909905 0.107722
76.700000 3.914559 0.107892
76.800000 3.920457 0.108106
76.900000 3.927482 0.108349
77.000000 3.935509 0.108604
77.100000 3.944406 0.108858
77.200000 3.954041 0.109095
77.300000 3.964281 0.109302
77.400000 3.974997 0.109470
77.500000 3.986060 0.109589
77.600000 3.997348 0.109653
77.700000 4.008740 0.109656
77.800000 4.020119 0.109599
77.900000 4.031373 0.109480
78.000000 4.042392 0.109303
78.100000 4.053071 0.109072
78.200000 4.063307 0.108794
78.300000 4.073001 0.108477
78.400000 4.082059 0.108133
78.500000 4.090394 0.107772
78.600000 4.097923 0.107408
78.700000 4.104573 0.107053
78.800000 4.110279 0.106721
78.900000 4.114986 0.106425
79.000000 4.118653 0.106176
79.100000 4.121249 0.105985
79.200000 4.122758 0.105859
79.300000 4.123174 0.105803
79.400000 4.122505 0.105820
79.500000 4.120771 0.105909
79.600000 4.118001 0.106067
79.700000 4.114232 0.106287
79.800000 4.109508 0.106560
79.900000 4.103878 0.106877
80.000000 4.097393 0.107227
80.100000 4.090107 0.107596
80.200000 4.082076 0.107975
80.300000 4.073353 0.108350
80.400000 4.063991 0.108711
80.500000 4.054044 0.109048
80.600000 4.043563 0.109355
80.700000 4.032598 0.109622
80.800000 4.021199 0.109846
80.900000 4.009415 0.110023
81.000000 3.997293 0.110150
81.100000 3.984881 0.110227
81.200000 3.972224 0.110255
81.300000 3.959368 0.110235
81.400000 3.946354 0.110171
81.500000 3.933225 0.110067
81.600000 3.920020 0.109929
81.700000 3.906775 0.109761
81.800000 3.893525 0.109570
81.900000 3.880301 0.109361
82.000000 3.867131 0.109142
82.100000 3.854042 0.108916
82.200000 3.841057 0.108690
82.300000 3.828198 0.108467
82.400000 3.815486 0.108249
82.500000 3.802942 0.108040
82.600000 3.790587 0.107840
82.700000 3.778444 0.107648
82.800000 3.766535 0.107464
82.900000 3.754888 0.107285
83.000000 3.743533 0.107110
83.100000 3.732502 0.106936
83.200000 3.721830 0.106761
83.300000 3.711557 0.106582
83.400000 3.701725 0.106398
83.500000 3.692381 0.106210
83.600000 3.683572 0.106016
83.700000 3.675351 0.105820
83.800000 3.667772 0.105623
83.900000 3.660892 0.105431
84.000000 3.654770 0.105248
84.100000 3.649469 0.105081
84.200000 3.645050 0.104937
84.300000 3.641577 0.104824
84.400000 3.639116 0.104749
84.500000 3.637728 0.104721
84.600000 3.637475 0.104747
84.700000 3.638415 0.104832
84.800000 3.640601 0.104982
84.900000 3.644079 0.105199
85.000000 3.648887 0.105484
85.100000 3.655054 0.105838
85.200000 3.662596 0.106257
85.300000 3.671519 0.106736
85.400000 3.681816 0.107269
85.500000 3.693466 0.107847
85.600000 3.706436 0.108462
85.700000 3.720682 0.109102
85.800000 3.736144 0.109758
85.900000 3.752754 0.110418
86.000000 3.770435 0.111071
86.100000 3.789099 0.111706
86.200000 3.808652 0.112312
86.300000 3.828994 0.112881
86.400000 3.850018 0.113402
86.500000 3.871615 0.113868
86.600000 3.893673 0.114271
86.700000 3.916078 0.114603
86.800000 3.938715 0.114861
86.900000 3.961466 0.115038
87.000000 3.984217 0.115131
87.100000 4.006852 0.115138
87.200000 4.029256 0.115058
87.300000 4.051314 0.114891
87.400000 4.072913 0.114638
87.500000 4.093940 0.114304
87.600000 4.114284 0.113892
87.700000 4.133834 0.113410
87.800000 4.152478 0.112867
87.900000 4.170109 0.112274
88.000000 4.186620 0.111645
88.100000 4.201905 0.110994
88.200000 4.215868 0.110338
88.300000 4.228414 0.109697
88.400000 4.239460 0.109088
88.500000 4.248936 0.108532
88.600000 4.256783 0.108047
88.700000 4.262963 0.107650
88.800000 4.267458 0.107354
88.900000 4.270271 0.107170
89.000000 4.271428 0.107102
89.100000 4.270980 0.107152
89.200000 4.268997 0.107314
89.300000 4.265566 0.107578
89.400000 4.260792 0.107932
89.500000 4.254788 0.108357
89.600000 4.247675 0.108834
89.700000 4.239576 0.109342
89.800000 4.230613 0.109862
89.900000 4.220904 0.110373
90.000000 4.210562 0.110856
90.100000 4.199694 0.111294
90.200000 4.188398 0.111674
90.300000 4.176770 0.111984
90.400000 4.164895 0.112215
90.500000 4.152859 0.112360
90.600000 4.140738 0.112417
90.700000 4.128610 0.112383
90.800000 4.116549 0.112262
90.900000 4.104625 0.112057
91.000000 4.092909 0.111775
91.100000 4.081468 0.111425
91.200000 4.070366 0.111019
91.300000 4.059662 0.110569
91.400000 4.049411 0.110088
91.500000 4.039660 0.109593
91.600000 4.030447 0.109097
91.700000 4.021800 0.108615
91.800000 4.013736 0.108160
91.900000 4.006261 0.107743
92.000000 3.999368 0.107372
92.100000 3.993039 0.107054
92.200000 3.987245 0.106791
92.300000 3.981947 0.106585
92.400000 3.977100 0.106431
92.500000 3.972652 0.106326
