age(kyr) mean(permil) sigma(permil)
88.500000 4.271164 0.099350
88.600000 4.284527 0.096332
88.700000 4.292964 0.093942
88.800000 4.295809 0.093258
88.900000 4.294863 0.093199
89.000000 4.292076 0.092841
89.100000 4.286468 0.095188
89.200000 4.276937 0.098483
89.300000 4.261233 0.103431
89.400000 4.244873 0.106235
89.500000 4.226629 0.107854
89.600000 4.209809 0.107633
89.700000 4.196861 0.105272
89.800000 4.186474 0.102476
89.900000 4.177451 0.101177
90.000000 4.165015 0.102159
90.100000 4.150242 0.105994
90.200000 4.134750 0.110267
90.300000 4.116244 0.114036
90.400000 4.097397 0.115578
90.500000 4.079076 0.114812
90.600000 4.061749 0.112743
90.700000 4.045445 0.109392
90.800000 4.031432 0.105725
90.900000 4.021193 0.102519
91.000000 4.014126 0.099432
91.100000 4.010461 0.098080
91.200000 4.007888 0.096963
91.300000 4.006180 0.095984
91.400000 4.004706 0.095274
91.500000 4.004048 0.094447
91.600000 4.004541 0.094187
91.700000 4.003397 0.093895
91.800000 4.001076 0.094588
91.900000 3.997583 0.095077
92.000000 3.991410 0.096078
92.100000 3.984394 0.097161
92.200000 3.975730 0.099224
92.300000 3.966590 0.101550
92.400000 3.955182 0.106336
92.500000 3.945888 0.111674
